3,9,99
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUẢNG CÁO TUẤN LỢI,"64 Lý Thái Tổ, Phường 2, Quận 3, Tp HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 2', 'route': 'Lý Thái Tổ', 'administrative_area_level_2': 'Quận 3', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7660873, 'lng': 106.6803757}}"
CÔNG TY CỔ PHẦN KỸ THUẬT THIÊN PHONG,"734 Điện Biên Phủ, Q. Thanh Khê, Thành phố Đà Nẵng","{'locality': '', 'sublocality_level_1': 'Thanh Khê', 'route': 'Điện Biên Phủ', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0632116, 'lng': 108.18017}}"
CÔNG TY BIBICA,"443 Lý Thường Kiệt, Phường 8, Quận Tân Bình, TP.HCM","{'locality': '', 'sublocality_level_1': 'phường 8', 'route': 'Lý Thường Kiệt', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7806785, 'lng': 106.655211}}"
CÔNG TY TNHH MTV TM và DV NGỌC THƠM,"207/25/10 Phạm Văn Hai, P5, Q.Tân Bình, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Phường 2', 'route': 'Phạm Văn Hai', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.798821, 'lng': 106.664868}}"
CÔNG TY XUẤT NHẬP KHẨU NAM THÁI SƠN,"934D3, Đường D, Khu CN Cát Lái ,Quận 2, TP. HCM","{'locality': '', 'sublocality_level_1': 'Cát Lái', 'route': '', 'administrative_area_level_2': 'Quận 2', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7708268, 'lng': 106.7853922}}"
CÔNG TY TNHH XD - TM - SX TRƯỜNG TIỀN,"36 Nguyễn An Ninh, P.14, Q. Bình Thạnh, Tp.HCM","{'locality': '', 'sublocality_level_1': 'phường 14', 'route': 'Nguyễn An Ninh', 'administrative_area_level_2': 'Bình Thạnh', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8047285, 'lng': 106.6965321}}"
CÔNG TY CP NAM HÀ VIỆT,"Lô 4.3 Đường số 5 - KCN Tân Bình, Phường Tây Thạnh, Quận Tân Phú. Tp.Hồ Chí Mình","{'locality': 'Tangshan', 'sublocality_level_1': 'Lunan', 'route': '', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Hebei', 'country': 'China', 'location': {'lat': 39.6142262, 'lng': 118.2056255}}"
CÔNG TY TNHH MTV SX TM RISACO,"50/50 Lô 11F, Đường số 5, P. Bình Hưng Hòa, Q. Bình Tân, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Bình Hưng Hòa A', 'route': 'Đường số 5', 'administrative_area_level_2': 'Bình Tân', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.784076, 'lng': 106.6174769}}"
CÔNG TY TNHH SX TM DV MINH TÙNG VINA,"19G, ĐƯỜNG SỐ 1, KP9, P BÌNH HƯNG HÒA A, Q BÌNH TÂN","{'locality': '', 'sublocality_level_1': 'Bình Hưng Hòa A', 'route': '', 'administrative_area_level_2': 'Bình Tân', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7850966, 'lng': 106.6069312}}"
CÔNG TY TNHH ĐẦU TƯ HOÀN CHÂU,"41 Hồ Bá Kiện, Phường 15, Quận 10, TP. HCMC","{'locality': '', 'sublocality_level_1': 'Phường 15', 'route': 'Hồ Bá Kiện', 'administrative_area_level_2': 'Quận 10', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7816929, 'lng': 106.6682772}}"
DACO LOGISTICS,"Tòa nhà Viconship, Số 6-8 Đoàn Văn Bơ, Q.4, TPHCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 14', 'route': 'Đoàn Văn Bơ', 'administrative_area_level_2': 'Quận 4', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.760875, 'lng': 106.707595}}"
CÔNG TY TNHH HWA SOO,"Cao ốc An Cư, Phòng 5-6, An Phú, An Khánh, Q.2, TP.HCM","{'locality': '', 'sublocality_level_1': 'Bình An', 'route': 'Đường 6', 'administrative_area_level_2': 'Quận 2', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7942543, 'lng': 106.7351448}}"
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ THIÊN VẠN SÀI GÒN,"6 Bà Huyện Thanh Quan, P.6 Q.3 TP. Hồ Chí Minh. S12-1 Nguyễn Văn Linh , Q7 (Hưng Vượng 3 , Phú Mỹ Hưng).","{'locality': '', 'sublocality_level_1': 'Bình An', 'route': 'Đường 6', 'administrative_area_level_2': 'Quận 2', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7942543, 'lng': 106.7351448}}"
CÔNG TY TNHH MTV XNK TRUNG THÁI,"604 Cộng Hòa, P.13, Q.Tân Bình, Tp Hồ Chí Minh","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 13', 'route': 'Cộng Hòa', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.804679, 'lng': 106.637617}}"
CÔNG TY YESIWANT VIETNAM,"185/32 Đường 3/2, Quận 10, Hồ Chí Minh ","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Tân Phong', 'route': 'Đường Số 32', 'administrative_area_level_2': 'Quận 7', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.737295, 'lng': 106.705783}}"
CÔNG TY TNHH LEO,"42 Lê Lợi , Phường Bến Nghé, Quận 1, HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Bến Nghé', 'route': 'Lê Lợi', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.774169, 'lng': 106.700414}}"
CÔNG TY TNHH SX-TM HOA SEN TRẮNG,"55 Nguyễn Trọng Lội, P.4, Quận Tân Bình, HCM","{'locality': '', 'sublocality_level_1': 'Phường 4', 'route': 'Nguyễn Trọng Lội', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8069928, 'lng': 106.6627587}}"
CÔNG TY TNHH THÁI VINH,20 Văn Cao - Ba Đình - Hà Nội,"{'locality': '', 'sublocality_level_1': 'Liễu Giai', 'route': 'Văn Cao', 'administrative_area_level_2': 'Ba Đình', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.0384054, 'lng': 105.8152277}}"
CÔNG TY CỔ PHẦN PHÁT TRIỂN HA TẦNG CÔNG NGHỆ BSI," Floor 6, C''Land Tower, 156 Xa Dan 2 Str., Nam Dong ward, Dong Da district, Ha Noi city","{'locality': 'Hanoi', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'Hoàn Kiếm', 'administrative_area_level_1': 'Hanoi', 'country': 'Vietnam', 'location': {'lat': 21.0277644, 'lng': 105.8341598}}"
CÔNG TY CỔ PHẦN TRANH GHÉP ĐÁ QUÝ SAO NGỌC,"308/1N Cach Mang Thang 8 St., Ward 10, Dist. 3, HCMC","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Ho Chi Minh', 'country': 'Vietnam', 'location': {'lat': 10.8230989, 'lng': 106.6296638}}"
CÔNG TY CỔ PHẦN XÂY DỰNG & TRANG TRÍ NỘI THẤT HI-WAY,"46 Nguyễn Cửu Vân, Phường 17, quận Bình Thạnh, TP.HCM","{'locality': '', 'sublocality_level_1': 'phường 17', 'route': 'Nguyễn Cửu Vân', 'administrative_area_level_2': 'Bình Thạnh', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7956923, 'lng': 106.7072753}}"
CÔNG TY TNHH CÔNG NGHỆ K&G,"R4 -10 - 11, Đường 2, P.Tân Phong, Q.7","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Tân Kiểng', 'route': 'Số 11', 'administrative_area_level_2': 'Quận 7', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7463836, 'lng': 106.709294}}"
CÔNG TY TNHH CÔNG NGHỆ THƯƠNG MẠI TECHCOM," Tầng 12, Tòa Tháp SUDICO, Mỹ Đình, Từ Liêm, Hà Nội","{'locality': 'Hanoi', 'sublocality_level_1': 'Tứ Liên', 'route': 'Âu Cơ', 'administrative_area_level_2': 'Tây Hồ', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.0635108, 'lng': 105.8309104}}"
CÔNG TY CỔ PHẦN NHÂN LỰC TMS,"Tầng 3 tòa nhà VIMECO. E Phạm Hùng - Trung Hòa - Cầu Giấy, Hà Nội","{'locality': '', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'Cầu Giấy', 'administrative_area_level_1': 'Hanoi', 'country': 'Vietnam', 'location': {'lat': 21.0362368, 'lng': 105.7905825}}"
CÔNG TY PHÂN PHỐI THẢM TRẢI SÀN (SANI),"27 Nguyễn Văn Giai, P.Đa Kao, Q.1, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Đa Kao', 'route': 'Nguyễn Văn Giai', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.79205, 'lng': 106.697416}}"
CÔNG TY TNHH DANH MỘC,"171 Trần Não, P.Bình An, Q.2 , Tp.HCM","{'locality': '', 'sublocality_level_1': 'Bình An', 'route': 'Trần Não', 'administrative_area_level_2': 'Quận 2', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7890373, 'lng': 106.7301232}}"
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI AN HƯNG PHÁT,"37 Tỉnh lộ 8,Tổ 4, Ấp 3, Xã Bình Mỹ, H. Củ Chi, TP. HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Đông Thạnh', 'route': 'ấp 4', 'administrative_area_level_2': 'Hóc Môn', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.907346, 'lng': 106.653386}}"
CÔNG TY TNHH THIẾT BỊ MÁY MÓC ĐẠI CHÍNH QUANG,Số 3 Lô M1 Khu Đô Thị Yên Hòa - Cầu Giấy - Hà Nội,"{'locality': 'Hanoi', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'Hoàn Kiếm', 'administrative_area_level_1': 'Hanoi', 'country': 'Vietnam', 'location': {'lat': 21.0277644, 'lng': 105.8341598}}"
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU ĐẦU TƯ VIỆT NAM VNC,"VNC 2 xây dựng, 602/45G đường Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TP Hồ Chí Minh Việt Nam","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Phường 22', 'route': 'Điện Biên Phủ', 'administrative_area_level_2': 'Bình Thạnh', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7989079, 'lng': 106.7188525}}"
CÔNG TY TNHH SX-TM ĐÈN TRANG TRÍ HOÀNG GIA PHÁT,"162 Đường 3 tháng 2, P.12, Q. 10, TPHCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 11', 'route': 'đường 3 tháng 2 Tổ 7 Khu phố 1', 'administrative_area_level_2': 'Quận 10', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7750869, 'lng': 106.680016}}"
CÔNG TY CỔ PHẦN THỦ PHỦ TRE ,"Tầng 14 Vincom Center, Số 72 Lê Thánh Tôn, P.Bến Nghé, Quận 1, Thành phố Hồ Chí Minh","{'locality': '', 'sublocality_level_1': 'Bến Nghé', 'route': 'Lê Thánh Tôn', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7782501, 'lng': 106.7020279}}"
DNTN DI ĐẠI HƯNG,"466 Hồng Bàng, Phường 16, Quận 11, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 16', 'route': 'Hồng Bàng', 'administrative_area_level_2': 'Quận 11', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.753964, 'lng': 106.648443}}"
CÔNG TY LUẬT TNHH UNILAW,"91 Nguyễn Chí Thanh, Đống Đa, Hà Nội","{'locality': 'Hanoi', 'sublocality_level_1': 'Láng Hạ', 'route': 'Nguyễn Chí Thanh', 'administrative_area_level_2': 'Đống Đa', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.0207075, 'lng': 105.8094335}}"
CÔNG TY TNHH TIM SEN ,"334/1 Lý Thường Kiệt, Phường 14, Quận 10, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 14', 'route': 'Lý Thường Kiệt', 'administrative_area_level_2': 'Quận 10', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7707922, 'lng': 106.6580413}}"
TẬP ĐOÀN KINH ĐÔ,"141 Nguyễn Du, Bến Thành, Quận 1 Tp. Hồ Chí Minh, Việt nam","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Bến Thành', 'route': 'Nguyễn D', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7726905, 'lng': 106.6936756}}"
CÔNG TY CỔ PHẦN SÀNH SỨ THỦY TINH VIỆT NAM,20-24 Nguyễn Công Trứ Quận 1 - TPHCM,"{'locality': '', 'sublocality_level_1': 'Nguyễn Thái Bình', 'route': 'Nguyễn Công Trứ', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7701782, 'lng': 106.7042586}}"
CÔNG TY TNHH TÀI NGUYÊN PHƯƠNG ĐÔNG,"37/24 Đường C1 (Cộng Hòa), P.13, Q.Tân Bình, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 13', 'route': 'Cộng Hòa', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8024291, 'lng': 106.6416022}}"
CÔNG TY TNHH NGỌC BÍCH XANH ,298 BIS - KP3 - THỐNG NHẤT - BIÊN HÒA - ĐỒNG NAI,"{'locality': 'Bien Hoa', 'sublocality_level_1': 'Thống Nhất', 'route': '', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Dong Nai', 'country': 'Vietnam', 'location': {'lat': 10.9522153, 'lng': 106.8335215}}"
CÔNG TY TNHH TAM HÀ,"Tiểu khu 156 Đường Mimosa, Phường 10, TP. Đà Lạt","{'locality': 'tp. Đà Lạt', 'sublocality_level_1': 'Phường 10', 'route': 'Mimosa', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Lâm Đồng', 'country': 'Vietnam', 'location': {'lat': 11.9188173, 'lng': 108.4578533}}"
CÔNG TY TNHH MTV MAY ĐỖ GIA,"324A/7 Dương Bá Trạc, Phường 1, Quận 8, TP. HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 1', 'route': 'Dương Bá Trạc', 'administrative_area_level_2': 'Quận 8', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.744788, 'lng': 106.691271}}"
CÔNG TY TNHH TM DV VPP GIA MINH,"Số 6 Đồng Đen, P 14, Q. Tân Bình, TPHCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 14', 'route': 'Đồng Đen', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.796726, 'lng': 106.645661}}"
CÔNG TY TNHH MTV ĐẦU TƯ VÀ PHÁT TRIỂN KINH TẾ HỢP TÁC MIỀN NAM,"30 Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận, Thành Phố Hồ Chí Minh","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 10', 'route': 'Đặng Văn Ngữ', 'administrative_area_level_2': 'Phú Nhuận', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.795542, 'lng': 106.669685}}"
CÔNG TY TNHH MAY ĐỖ HUY,"324A/7 Dương Bá Trạc, P1, Q8, TP HCM","{'locality': '', 'sublocality_level_1': '1st Ward', 'route': 'Dương Bá Trạc', 'administrative_area_level_2': 'Quận 8', 'administrative_area_level_1': 'Ho Chi Minh City', 'country': 'Vietnam', 'location': {'lat': 10.7468202, 'lng': 106.6894199}}"
CÔNG TY TNHH MTV TMDV PHÚC AN,"165/57 Nguyễn Thái Bình, P. Nguyễn Thái Bình, Q1, TP HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Nguyễn Thái Bình', 'route': 'Nguyễn Thái Bình', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7695399, 'lng': 106.700262}}"
CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN DANH KHÔI Á CHÂU,"36 Tăng Bạt Hổ, P12, Q5, Tp HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Ho Chi Minh', 'country': 'Vietnam', 'location': {'lat': 10.8230989, 'lng': 106.6296638}}"
CÔNG TY TNHH XÂY DỰNG TMDV GIANG BÌNH,"345 Phan Văn Trị, P11, Q Bình Thạnh, TP HCM","{'locality': '', 'sublocality_level_1': 'phường 5', 'route': 'Phan Văn Trị', 'administrative_area_level_2': 'Gò Vấp', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8246005, 'lng': 106.6910918}}"
CÔNG TY LUẬT HỢP DANH CIS,"76 Nguyễn Văn Thủ, p. Đa Kao, Q1, TP HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Đa Kao', 'route': '', 'administrative_area_level_2': 'District 1', 'administrative_area_level_1': 'Ho Chi Minh', 'country': 'Vietnam', 'location': {'lat': 10.7840588, 'lng': 106.6969683}}"
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SAO KHUÊ,"207/18 Đường 3 Tháng 2, P. 11, Q. 10,Tp. Hồ Chí Minh","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 11', 'route': 'đường 3 tháng 2 Tổ 52 Khu phố 6', 'administrative_area_level_2': 'Quận 10', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.771254, 'lng': 106.674575}}"
CÔNG TY CỔ PHẦN DỊCH VỤ KINH DOANH - XUẤT NHẬP KHẨU THIÊN TIÊN,"463 Trường Chinh, P. 14, Q. Tân Bình,Tp. Hồ Chí Minh","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 14', 'route': 'Trường Chinh', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.800376, 'lng': 106.639169}}"
CÔNG TY TNHH ĐAN THỊNH,"13 -03 Lầu, Cao ốc An Phúc, Đường 3, Phường An Phú, Quận 2, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Bình An', 'route': 'Đường 3', 'administrative_area_level_2': 'Quận 2', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7950981, 'lng': 106.7352287}}"
CÔNG TY TNHH TIN HỌC MINH DƯƠNG,"67 Đường 16, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Linh Chiể', 'route': 'Đường 16', 'administrative_area_level_2': 'Thủ Đức', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.859238, 'lng': 106.7602336}}"
CÔNG TY CỔ PHẦN KỸ THUẬT & XÂY DỰNG HANDONG,"Tầng 3, tòa nhà Gma, 307/6 Nguyễn Văn Trỗi, Phường 1, Quận Tân Bình, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Phường 1', 'route': 'Nguyễn Văn Trỗi', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.799106, 'lng': 106.668616}}"
CÔNG TY TNHH THANH TƯỜNG,104 NGÕ 164 VƯƠNG THỪA VŨ- P. KHƯƠNG TRUNG- Q.THANH XUÂN- HÀ NỘI,"{'locality': 'Hanoi', 'sublocality_level_1': 'Khương Trung', 'route': 'Vương Thừa Vũ', 'administrative_area_level_2': 'Thanh Xuân', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 20.9959789, 'lng': 105.820283}}"
CÔNG TY TNHH CÀ PHÊ BÁCH,"24 Đường 16 Him Lam, KP.5, P. Hiệp Bình Chánh, Q. Thủ Đức, TP. HCM","{'locality': '', 'sublocality_level_1': 'Hiệp Bình Chánh', 'route': '', 'administrative_area_level_2': 'Thủ Đức', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8339953, 'lng': 106.7264125}}"
CÔNG TY TNHH MOTO TRỌNG TÍN,"79B Đường Phan Văn Mảng, Khu phố 9, Thị trấn Bến Lức, Long An","{'locality': '', 'sublocality_level_1': 'Ben Luc', 'route': '', 'administrative_area_level_2': 'Bến Lức', 'administrative_area_level_1': 'Long An Province', 'country': 'Vietnam', 'location': {'lat': 10.631643, 'lng': 106.493598}}"
CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI VÀ XUẤT KHẨU LAO ĐỘNG TRƯỜNG SƠN,"30 Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận, Thành Phố Hồ Chí Minh","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 10', 'route': 'Đặng Văn Ngữ', 'administrative_area_level_2': 'Phú Nhuận', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.795542, 'lng': 106.669685}}"
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG BÌNH CHÁNH,"550 Kinh Duong Vuong, P. An Lạc, Q. Bình Tân, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 12', 'route': 'Kinh Dương Vương', 'administrative_area_level_2': 'Quận 6', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.750268, 'lng': 106.6296304}}"
SÀN BẤT ĐỘNG SẢN DANH KHÔI,"Số 3 Trần Nhật Duật, P. Tân Định, Q.1, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Tân Định', 'route': 'Trần Nhật Duật', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.792154, 'lng': 106.689955}}"
